pgn_file,white,black,result,moves,top1_accuracy,top3_accuracy,top5_accuracy,avg_rank,median_rank,avg_confidence
standard16klinesover2000.pgn,mskar,exeComp,0-1,44,0.06818181818181818,0.20454545454545456,0.29545454545454547,16.15909090909091,16,0.15479166792930335
standard16klinesover2000.pgn,kunde,blore,1-0,139,0.1223021582733813,0.22302158273381295,0.3381294964028777,12.18705035971223,10,0.16578799192443897
standard16klinesover2000.pgn,GriffySr,gleangleam,0-1,116,0.1896551724137931,0.3017241379310345,0.43103448275862066,12.525862068965518,8,0.16093435464518985
standard16klinesover2000.pgn,sentiger,Knightsmasher,0-1,74,0.06756756756756757,0.21621621621621623,0.2702702702702703,16.58108108108108,17,0.1763286562602096
standard16klinesover2000.pgn,Hutnik,ArasanX,1/2-1/2,107,0.08411214953271028,0.27102803738317754,0.29906542056074764,14.728971962616823,12,0.15587043498181466
standard16klinesover2000.pgn,exbisu,kamenozrout,0-1,78,0.1282051282051282,0.24358974358974358,0.34615384615384615,9.961538461538462,9,0.14932168897387504
standard16klinesover2000.pgn,Aromas,Knightsmasher,0-1,34,0.058823529411764705,0.14705882352941177,0.2647058823529412,17.205882352941178,15,0.15941663598611708
standard16klinesover2000.pgn,chessloon,masterdylan,1-0,37,0.13513513513513514,0.21621621621621623,0.2972972972972973,16.0,12,0.15156510791086397
standard16klinesover2000.pgn,masterdylan,chessloon,1-0,21,0.14285714285714285,0.3333333333333333,0.47619047619047616,8.428571428571429,7,0.187448898819275
standard16klinesover2000.pgn,chessloon,masterdylan,0-1,80,0.2,0.325,0.375,16.0375,11,0.21345204688699412
standard16klinesover2000.pgn,masterdylan,chessloon,0-1,56,0.08928571428571429,0.25,0.30357142857142855,16.017857142857142,15,0.1533584598726652
standard16klinesover2000.pgn,chessloon,masterdylan,1-0,47,0.0425531914893617,0.14893617021276595,0.3404255319148936,15.085106382978724,15,0.14822942902198677
standard16klinesover2000.pgn,masterdylan,chessloon,1-0,51,0.0784313725490196,0.21568627450980393,0.27450980392156865,16.49019607843137,15,0.16271243924080647
standard16klinesover2000.pgn,Boobyslegacy,damouno,0-1,124,0.0967741935483871,0.3064516129032258,0.3548387096774194,13.580645161290322,12,0.17671852764762744
standard16klinesover2000.pgn,letsgetiton,kautabak,0-1,56,0.07142857142857142,0.17857142857142858,0.25,18.428571428571427,16,0.16081014302324642
standard16klinesover2000.pgn,kautabak,letsgetiton,0-1,34,0.08823529411764706,0.3235294117647059,0.4117647058823529,12.676470588235293,7,0.1592545117566724
standard16klinesover2000.pgn,letsgetiton,SRCorney,1-0,101,0.06930693069306931,0.16831683168316833,0.297029702970297,16.11881188118812,15,0.1733297508514291
standard16klinesover2000.pgn,Limbor,Speyside,0-1,58,0.08620689655172414,0.22413793103448276,0.27586206896551724,15.551724137931034,12,0.1886005604665451
standard16klinesover2000.pgn,exeComp,Ruvarashe,1-0,11,0.09090909090909091,0.09090909090909091,0.45454545454545453,11.363636363636363,8,0.15719060404134602
standard16klinesover2000.pgn,Ruvarashe,exeComp,0-1,14,0.21428571428571427,0.2857142857142857,0.2857142857142857,12.071428571428571,13,0.14583935991673846
standard16klinesover2000.pgn,exeComp,Ruvarashe,1-0,3,0.0,0.3333333333333333,0.6666666666666666,5.666666666666667,5,0.15013514679562764
standard16klinesover2000.pgn,Gschach,GriffySr,0-1,30,0.1,0.16666666666666666,0.2,17.5,17,0.17783816740053146
standard16klinesover2000.pgn,GriffySr,Gschach,1-0,27,0.07407407407407407,0.18518518518518517,0.2222222222222222,14.555555555555555,14,0.14136002585193438
standard16klinesover2000.pgn,Portip,Knightsmasher,0-1,38,0.13157894736842105,0.34210526315789475,0.39473684210526316,12.026315789473685,11,0.15569787921852735
standard16klinesover2000.pgn,Knightsmasher,Portip,1-0,33,0.12121212121212122,0.21212121212121213,0.30303030303030304,15.030303030303031,16,0.15503168235428863
standard16klinesover2000.pgn,Portip,Knightsmasher,0-1,34,0.20588235294117646,0.29411764705882354,0.47058823529411764,12.147058823529411,8,0.17728799218830635
standard16klinesover2000.pgn,konozrout,MarcovanBanten,0-1,66,0.18181818181818182,0.2878787878787879,0.3939393939393939,14.287878787878787,9,0.1667539245328219
standard16klinesover2000.pgn,StickyPawn,Vitiello,0-1,90,0.1,0.23333333333333334,0.26666666666666666,17.555555555555557,16,0.1640369725820065
standard16klinesover2000.pgn,pikozrout,GoldBarMM,0-1,52,0.07692307692307693,0.25,0.38461538461538464,14.98076923076923,11,0.18164674242976764
standard16klinesover2000.pgn,GoldBarMM,pikozrout,1-0,87,0.10344827586206896,0.20689655172413793,0.28735632183908044,18.7816091954023,19,0.19292310532562562
standard16klinesover2000.pgn,kunde,TAJUDIN,1-0,139,0.1223021582733813,0.2302158273381295,0.34532374100719426,14.158273381294965,13,0.16235726450132712
standard16klinesover2000.pgn,pikozrout,GoldBarMM,0-1,54,0.09259259259259259,0.16666666666666666,0.24074074074074073,17.962962962962962,17,0.1744577222509106
standard16klinesover2000.pgn,GoldBarMM,pikozrout,1-0,83,0.060240963855421686,0.18072289156626506,0.27710843373493976,14.421686746987952,12,0.1503298862173635
standard16klinesover2000.pgn,pikozrout,GoldBarMM,0-1,112,0.08035714285714286,0.17857142857142858,0.24107142857142858,19.098214285714285,19,0.16827425881615163
standard16klinesover2000.pgn,mcstorytaller,axeltiger,0-1,136,0.19852941176470587,0.34558823529411764,0.4632352941176471,9.455882352941176,6,0.15134038251322393
standard16klinesover2000.pgn,GoldBarMM,pikozrout,1-0,81,0.1728395061728395,0.2716049382716049,0.32098765432098764,16.444444444444443,15,0.1720573651381076
standard16klinesover2000.pgn,axeltiger,mcstorytaller,1-0,65,0.18461538461538463,0.3076923076923077,0.36923076923076925,11.046153846153846,9,0.153244012378582
standard16klinesover2000.pgn,konozrout,Globen,1-0,77,0.07792207792207792,0.23376623376623376,0.36363636363636365,13.805194805194805,11,0.16185004157053842
standard16klinesover2000.pgn,hastrman,Floerkeli,1-0,70,0.08571428571428572,0.17142857142857143,0.24285714285714285,17.885714285714286,18,0.19376131594095877
standard16klinesover2000.pgn,Speyside,Limbor,1-0,45,0.044444444444444446,0.1111111111111111,0.2,16.11111111111111,15,0.15173982998677932
standard16klinesover2000.pgn,Limbor,Speyside,1-0,101,0.10891089108910891,0.297029702970297,0.3465346534653465,15.376237623762377,12,0.15678893903244298
standard16klinesover2000.pgn,Floerkeli,hastrman,0-1,72,0.1388888888888889,0.25,0.3194444444444444,16.819444444444443,13,0.159661262450244
standard16klinesover2000.pgn,Knightsmasher,Qiyas,1-0,43,0.06976744186046512,0.23255813953488372,0.27906976744186046,14.44186046511628,16,0.1668130128546505
standard16klinesover2000.pgn,Achonk,hastrman,0-1,12,0.08333333333333333,0.3333333333333333,0.3333333333333333,13.333333333333334,18,0.15154188551818587
standard16klinesover2000.pgn,claudiomkd,foggydew,0-1,96,0.052083333333333336,0.13541666666666666,0.22916666666666666,18.104166666666668,18,0.15399809774758985
standard16klinesover2000.pgn,hastrman,Achonk,0-1,90,0.14444444444444443,0.24444444444444444,0.36666666666666664,11.933333333333334,10,0.16593186012459327
standard16klinesover2000.pgn,GriffyJr,claudiomkd,0-1,82,0.08536585365853659,0.1951219512195122,0.25609756097560976,15.658536585365853,13,0.16290212908477703
standard16klinesover2000.pgn,ivohristov,Boobyslegacy,0-1,88,0.14772727272727273,0.23863636363636365,0.3068181818181818,15.647727272727273,13,0.1827919518494186
standard16klinesover2000.pgn,claudiomkd,GriffyJr,1-0,65,0.1076923076923077,0.2,0.3076923076923077,15.8,14,0.1673453694733019
standard16klinesover2000.pgn,Knightsmasher,claudiomkd,1-0,44,0.045454545454545456,0.18181818181818182,0.25,13.704545454545455,11,0.1500484680327282
standard16klinesover2000.pgn,pikozrout,claudiomkd,0-1,50,0.1,0.2,0.26,15.74,16,0.18821879538904418
standard16klinesover2000.pgn,claudiomkd,pikozrout,1-0,61,0.09836065573770492,0.19672131147540983,0.2786885245901639,15.688524590163935,15,0.15913768789334862
