baseline_time,baseline_eval,eval_0.001s,error_0.001s,best_move_match_0.001s,eval_0.005s,error_0.005s,best_move_match_0.005s,eval_0.01s,error_0.01s,best_move_match_0.01s,eval_0.05s,error_0.05s,best_move_match_0.05s,eval_0.1s,error_0.1s,best_move_match_0.1s,eval_0.2s,error_0.2s,best_move_match_0.2s,eval_0.5s,error_0.5s,best_move_match_0.5s
1.0,1.42,1.49,0.07000000000000006,True,1.49,0.07000000000000006,True,1.44,0.020000000000000018,True,1.59,0.17000000000000015,True,1.48,0.06000000000000005,True,1.48,0.06000000000000005,True,1.27,-0.1499999999999999,True
1.0,1.46,1.27,-0.18999999999999995,True,1.27,-0.18999999999999995,True,1.36,-0.09999999999999987,True,1.27,-0.18999999999999995,True,1.38,-0.08000000000000007,True,1.44,-0.020000000000000018,True,1.47,0.010000000000000009,True
1.0,1.37,1.36,-0.010000000000000009,True,1.36,-0.010000000000000009,True,1.37,0.0,True,1.38,0.009999999999999787,True,1.39,0.019999999999999796,True,1.36,-0.010000000000000009,True,1.29,-0.08000000000000007,True
1.0,1.31,1.32,0.010000000000000009,True,1.41,0.09999999999999987,True,1.41,0.09999999999999987,True,1.41,0.09999999999999987,True,1.25,-0.06000000000000005,True,1.34,0.030000000000000027,True,1.4,0.08999999999999986,True
1.0,1.38,1.42,0.040000000000000036,True,1.42,0.040000000000000036,True,1.42,0.040000000000000036,True,1.45,0.07000000000000006,True,1.34,-0.039999999999999813,True,1.36,-0.019999999999999796,True,1.56,0.18000000000000016,True
1.0,1.49,1.52,0.030000000000000027,True,1.52,0.030000000000000027,True,1.35,-0.1399999999999999,True,1.55,0.06000000000000005,True,1.57,0.08000000000000007,True,1.46,-0.030000000000000027,True,1.37,-0.11999999999999988,True
1.0,1.5,1.62,0.1200000000000001,True,1.62,0.1200000000000001,True,1.63,0.1299999999999999,True,1.54,0.040000000000000036,True,1.62,0.1200000000000001,True,1.69,0.18999999999999995,True,1.67,0.16999999999999993,True
1.0,0.38,0.37,-0.010000000000000009,False,0.39,0.010000000000000009,False,0.34,-0.03999999999999998,False,0.36,-0.020000000000000018,True,0.29,-0.09000000000000002,True,0.47,0.08999999999999997,True,0.3,-0.08000000000000002,True
1.0,0.5,0.37,-0.13,False,0.37,-0.13,False,0.5,0.0,False,0.39,-0.10999999999999999,False,0.49,-0.010000000000000009,False,0.46,-0.03999999999999998,False,0.36,-0.14,False
1.0,0.3,0.44,0.14,True,0.33,0.030000000000000027,True,0.4,0.10000000000000003,True,0.33,0.030000000000000027,True,0.38,0.08000000000000002,True,0.5,0.2,True,0.34,0.040000000000000036,True
1.0,0.25,0.34,0.09000000000000002,True,0.34,0.09000000000000002,True,0.27,0.020000000000000018,True,0.47,0.21999999999999997,True,0.41,0.15999999999999998,True,0.54,0.29000000000000004,True,0.44,0.19,True
1.0,0.47,0.6,0.13,True,0.6,0.13,True,0.59,0.12,True,0.65,0.18000000000000005,True,0.76,0.29000000000000004,True,0.49,0.020000000000000018,True,0.75,0.28,True
1.0,0.46,0.43,-0.030000000000000027,True,0.43,-0.030000000000000027,True,0.33,-0.13,True,0.29,-0.17000000000000004,True,0.45,-0.010000000000000009,True,0.32,-0.14,True,0.55,0.09000000000000002,True
1.0,0.3,0.37,0.07,True,0.53,0.23000000000000004,True,0.48,0.18,True,0.38,0.08000000000000002,True,0.35,0.04999999999999999,True,0.19,-0.10999999999999999,False,0.28,-0.019999999999999962,True
1.0,0.33,0.47,0.13999999999999996,True,0.49,0.15999999999999998,True,0.42,0.08999999999999997,True,0.38,0.04999999999999999,True,0.3,-0.030000000000000027,True,0.34,0.010000000000000009,True,0.31,-0.020000000000000018,True
1.0,0.57,0.58,0.010000000000000009,True,0.59,0.020000000000000018,True,0.68,0.1100000000000001,True,0.7,0.13,True,0.76,0.19000000000000006,True,0.69,0.12,True,0.54,-0.029999999999999916,True
1.0,0.84,0.93,0.09000000000000008,True,1.05,0.21000000000000008,True,0.7,-0.14,True,0.67,-0.16999999999999993,True,0.75,-0.08999999999999997,True,0.68,-0.15999999999999992,True,0.93,0.09000000000000008,True
1.0,1.15,1.12,-0.029999999999999805,True,1.03,-0.11999999999999988,True,1.37,0.2200000000000002,True,1.12,-0.029999999999999805,True,0.96,-0.18999999999999995,True,1.07,-0.07999999999999985,True,1.13,-0.020000000000000018,True
1.0,0.29,0.34,0.050000000000000044,True,0.32,0.030000000000000027,True,0.23,-0.05999999999999997,True,0.38,0.09000000000000002,True,0.32,0.030000000000000027,True,0.35,0.06,True,0.35,0.06,True
1.0,0.3,0.37,0.07,True,0.33,0.030000000000000027,True,0.25,-0.04999999999999999,True,0.26,-0.03999999999999998,True,0.25,-0.04999999999999999,True,0.41,0.10999999999999999,True,0.26,-0.03999999999999998,True
1.0,0.3,0.22,-0.07999999999999999,True,0.31,0.010000000000000009,True,0.22,-0.07999999999999999,True,0.28,-0.019999999999999962,True,0.19,-0.10999999999999999,True,0.22,-0.07999999999999999,True,0.38,0.08000000000000002,True
1.0,0.37,0.49,0.12,True,0.43,0.06,True,0.43,0.06,True,0.51,0.14,True,0.62,0.25,True,0.49,0.12,True,0.57,0.19999999999999996,True
1.0,0.31,0.17,-0.13999999999999999,True,0.17,-0.13999999999999999,True,0.25,-0.06,True,0.23,-0.07999999999999999,True,0.17,-0.13999999999999999,True,0.17,-0.13999999999999999,False,0.18,-0.13,False
1.0,0.21,0.41,0.19999999999999998,True,0.57,0.36,True,0.62,0.41000000000000003,True,0.52,0.31000000000000005,True,0.41,0.19999999999999998,True,0.39,0.18000000000000002,False,0.3,0.09,True
1.0,0.06,-0.04,-0.1,True,-0.22,-0.28,True,-0.06,-0.12,True,-0.02,-0.08,True,0.0,-0.06,True,0.06,0.0,True,0.09,0.03,True
1.0,0.35,0.43,0.08000000000000002,True,0.33,-0.019999999999999962,True,0.37,0.020000000000000018,True,0.49,0.14,True,0.36,0.010000000000000009,True,0.31,-0.03999999999999998,True,0.34,-0.009999999999999953,True
1.0,-0.01,0.0,0.01,True,0.0,0.01,True,0.0,0.01,True,0.0,0.01,True,0.0,0.01,True,0.11,0.12,True,0.0,0.01,True
1.0,0.11,0.18,0.06999999999999999,False,-0.06,-0.16999999999999998,True,0.0,-0.11,True,0.12,0.009999999999999995,True,0.34,0.23000000000000004,True,0.29,0.18,True,0.39,0.28,True
1.0,0.26,0.33,0.07,True,0.33,0.07,True,0.38,0.12,True,0.33,0.07,False,0.45,0.19,True,0.3,0.03999999999999998,True,0.33,0.07,True
1.0,0.83,0.69,-0.14,True,0.67,-0.15999999999999992,True,0.68,-0.1499999999999999,True,0.64,-0.18999999999999995,True,0.63,-0.19999999999999996,True,0.8,-0.029999999999999916,True,0.83,0.0,True
1.0,0.32,0.33,0.010000000000000009,True,0.35,0.02999999999999997,True,0.34,0.020000000000000018,True,0.16,-0.16,True,0.16,-0.16,True,0.15,-0.17,True,0.16,-0.16,True
1.0,0.06,0.12,0.06,False,0.14,0.08000000000000002,True,0.07,0.010000000000000009,True,0.16,0.1,True,0.14,0.08000000000000002,False,0.1,0.04000000000000001,True,0.13,0.07,True
1.0,0.15,0.0,-0.15,True,0.0,-0.15,True,0.0,-0.15,True,0.0,-0.15,True,-0.04,-0.19,True,0.0,-0.15,True,-0.13,-0.28,True
1.0,0.44,0.93,0.49000000000000005,True,0.5,0.06,True,0.36,-0.08000000000000002,True,0.93,0.49000000000000005,True,0.65,0.21000000000000002,True,0.94,0.49999999999999994,True,0.93,0.49000000000000005,True
1.0,-0.54,-0.39,0.15000000000000002,True,-0.37,0.17000000000000004,True,-0.36,0.18000000000000005,True,-0.47,0.07000000000000006,True,-0.48,0.06000000000000005,True,-0.4,0.14,True,-0.42,0.12000000000000005,True
1.0,0.57,0.71,0.14,True,0.77,0.20000000000000007,True,0.81,0.2400000000000001,True,0.7,0.13,True,0.76,0.19000000000000006,True,0.44,-0.12999999999999995,True,0.79,0.22000000000000008,True
1.0,0.22,0.12,-0.1,True,0.12,-0.1,True,0.05,-0.16999999999999998,True,0.06,-0.16,True,0.14,-0.07999999999999999,True,0.15,-0.07,True,0.15,-0.07,True
1.0,0.14,0.28,0.14,True,0.11,-0.030000000000000013,True,0.07,-0.07,True,0.08,-0.06000000000000001,True,0.22,0.07999999999999999,True,0.11,-0.030000000000000013,True,0.2,0.06,True
1.0,0.15,0.27,0.12000000000000002,True,0.2,0.05000000000000002,True,0.22,0.07,True,0.09,-0.06,True,0.09,-0.06,True,0.17,0.020000000000000018,True,0.11,-0.039999999999999994,True
1.0,1.35,1.25,-0.10000000000000009,True,1.18,-0.17000000000000015,True,1.12,-0.22999999999999998,True,1.06,-0.29000000000000004,True,0.97,-0.3800000000000001,True,1.16,-0.19000000000000017,True,1.04,-0.31000000000000005,True
1.0,1.07,1.01,-0.06000000000000005,True,1.01,-0.06000000000000005,True,1.0,-0.07000000000000006,True,1.08,0.010000000000000009,True,0.99,-0.08000000000000007,True,1.0,-0.07000000000000006,True,1.26,0.18999999999999995,True
1.0,0.98,1.2,0.21999999999999997,True,1.28,0.30000000000000004,True,1.35,0.3700000000000001,True,1.39,0.4099999999999999,True,1.33,0.3500000000000001,True,1.37,0.3900000000000001,True,1.31,0.33000000000000007,True
1.0,1.13,0.94,-0.18999999999999995,True,1.35,0.2200000000000002,True,0.94,-0.18999999999999995,True,1.08,-0.04999999999999982,True,0.99,-0.1399999999999999,True,1.09,-0.039999999999999813,True,1.28,0.15000000000000013,False
1.0,1.6,1.42,-0.18000000000000016,True,1.41,-0.19000000000000017,True,1.47,-0.13000000000000012,True,1.59,-0.010000000000000009,True,1.45,-0.15000000000000013,True,1.58,-0.020000000000000018,True,1.55,-0.050000000000000044,True
1.0,1.31,1.07,-0.24,True,0.98,-0.33000000000000007,True,1.02,-0.29000000000000004,True,1.02,-0.29000000000000004,True,1.0,-0.31000000000000005,False,1.04,-0.27,False,1.17,-0.14000000000000012,True
1.0,1.22,1.14,-0.08000000000000007,True,1.14,-0.08000000000000007,True,1.3,0.08000000000000007,True,1.09,-0.1299999999999999,True,1.12,-0.09999999999999987,True,1.25,0.030000000000000027,True,1.17,-0.050000000000000044,False
1.0,1.16,1.25,0.09000000000000008,True,1.17,0.010000000000000009,True,1.29,0.13000000000000012,True,0.9,-0.2599999999999999,False,1.14,-0.020000000000000018,False,1.12,-0.039999999999999813,False,1.23,0.07000000000000006,False
1.0,1.32,1.36,0.040000000000000036,True,1.43,0.10999999999999988,True,1.48,0.15999999999999992,True,1.47,0.1499999999999999,True,1.37,0.050000000000000044,True,1.41,0.08999999999999986,True,1.16,-0.16000000000000014,True
1.0,1.21,1.41,0.19999999999999996,True,1.35,0.14000000000000012,True,1.41,0.19999999999999996,True,1.18,-0.030000000000000027,True,1.5,0.29000000000000004,True,1.42,0.20999999999999996,True,1.3,0.09000000000000008,False
1.0,1.53,1.61,0.08000000000000007,True,1.74,0.20999999999999996,True,1.81,0.28,True,1.54,0.010000000000000009,True,1.3,-0.22999999999999998,True,1.16,-0.3700000000000001,True,1.33,-0.19999999999999996,False
1.0,1.18,1.29,0.1100000000000001,False,1.44,0.26,True,1.35,0.17000000000000015,True,1.47,0.29000000000000004,True,1.3,0.1200000000000001,True,1.3,0.1200000000000001,True,1.35,0.17000000000000015,True
1.0,1.37,1.41,0.039999999999999813,True,1.39,0.019999999999999796,True,1.28,-0.09000000000000008,True,1.35,-0.020000000000000018,True,1.42,0.04999999999999982,True,1.3,-0.07000000000000006,True,1.32,-0.050000000000000044,True
1.0,0.64,0.67,0.030000000000000027,True,0.71,0.06999999999999995,True,0.63,-0.010000000000000009,True,0.56,-0.07999999999999996,True,0.68,0.040000000000000036,True,0.68,0.040000000000000036,True,0.64,0.0,True
1.0,0.5,0.41,-0.09000000000000002,True,0.48,-0.020000000000000018,True,0.43,-0.07,True,0.51,0.010000000000000009,True,0.62,0.12,True,0.55,0.050000000000000044,True,0.55,0.050000000000000044,True
1.0,0.64,0.5,-0.14,True,0.49,-0.15000000000000002,True,0.6,-0.040000000000000036,True,0.49,-0.15000000000000002,True,0.46,-0.18,True,0.49,-0.15000000000000002,True,0.55,-0.08999999999999997,True
1.0,0.67,0.74,0.06999999999999995,True,0.65,-0.020000000000000018,True,0.57,-0.10000000000000009,True,0.58,-0.09000000000000008,True,0.52,-0.15000000000000002,True,0.65,-0.020000000000000018,True,0.58,-0.09000000000000008,True
1.0,0.68,0.78,0.09999999999999998,True,0.63,-0.050000000000000044,True,0.69,0.009999999999999898,True,0.66,-0.020000000000000018,True,0.65,-0.030000000000000027,True,0.66,-0.020000000000000018,True,0.62,-0.06000000000000005,True
1.0,0.79,0.75,-0.040000000000000036,True,0.75,-0.040000000000000036,True,0.72,-0.07000000000000006,True,0.74,-0.050000000000000044,True,0.74,-0.050000000000000044,True,0.86,0.06999999999999995,True,0.9,0.10999999999999999,True
1.0,0.68,0.68,0.0,True,0.68,0.0,True,0.6,-0.08000000000000007,True,0.79,0.10999999999999999,True,0.76,0.07999999999999996,True,0.61,-0.07000000000000006,True,0.75,0.06999999999999995,True
1.0,-0.16,-0.07,0.09,True,-0.07,0.09,True,-0.08,0.08,True,0.0,0.16,True,-0.11,0.05,True,0.0,0.16,True,0.0,0.16,True
1.0,-0.16,-0.13,0.03,True,-0.16,0.0,False,-0.14,0.01999999999999999,True,-0.12,0.04000000000000001,True,-0.12,0.04000000000000001,False,0.0,0.16,False,-0.16,0.0,True
1.0,-0.07,-0.18,-0.10999999999999999,False,-0.03,0.04000000000000001,True,-0.23,-0.16,True,-0.06,0.010000000000000009,True,-0.13,-0.06,True,-0.18,-0.10999999999999999,True,-0.2,-0.13,True
1.0,0.06,0.0,-0.06,False,0.0,-0.06,False,0.0,-0.06,True,0.07,0.010000000000000009,False,0.0,-0.06,False,0.0,-0.06,True,0.02,-0.039999999999999994,True
1.0,0.14,0.0,-0.14,True,0.0,-0.14,True,0.09,-0.05000000000000002,True,0.18,0.03999999999999998,True,0.19,0.04999999999999999,True,0.0,-0.14,True,0.08,-0.06000000000000001,True
1.0,0.11,0.24,0.13,True,0.12,0.009999999999999995,True,0.23,0.12000000000000001,True,0.25,0.14,True,0.23,0.12000000000000001,True,0.13,0.020000000000000004,True,0.18,0.06999999999999999,True
1.0,0.09,0.04,-0.049999999999999996,True,0.07,-0.01999999999999999,True,0.06,-0.03,True,0.07,-0.01999999999999999,True,0.08,-0.009999999999999995,True,0.25,0.16,False,0.23,0.14,True
1.0,0.0,0.02,0.02,False,0.0,0.0,True,0.0,0.0,False,0.09,0.09,False,0.06,0.06,False,0.0,0.0,True,0.0,0.0,False
1.0,0.08,0.0,-0.08,True,0.0,-0.08,True,0.0,-0.08,False,-0.03,-0.11,True,0.0,-0.08,True,0.0,-0.08,True,0.01,-0.07,True
1.0,0.3,0.39,0.09000000000000002,True,0.3,0.0,True,0.3,0.0,True,0.18,-0.12,False,0.45,0.15000000000000002,True,0.35,0.04999999999999999,True,0.11,-0.19,False
1.0,0.0,0.04,0.04,True,0.0,0.0,True,0.18,0.18,True,0.06,0.06,True,0.08,0.08,True,0.0,0.0,True,0.08,0.08,True
1.0,0.11,0.18,0.06999999999999999,True,0.18,0.06999999999999999,True,0.26,0.15000000000000002,True,0.2,0.09000000000000001,True,0.3,0.19,True,0.18,0.06999999999999999,True,0.02,-0.09,False
1.0,0.29,0.04,-0.24999999999999997,True,0.05,-0.24,True,0.09,-0.19999999999999998,True,0.0,-0.29,True,0.25,-0.03999999999999998,True,0.16,-0.12999999999999998,True,0.15,-0.13999999999999999,True
1.0,0.34,0.16,-0.18000000000000002,False,0.11,-0.23000000000000004,True,0.09,-0.25,False,0.17,-0.17,False,0.12,-0.22000000000000003,False,0.06,-0.28,True,0.08,-0.26,True
1.0,-7.43,-7.69,-0.2600000000000007,True,-7.69,-0.2600000000000007,True,-7.69,-0.2600000000000007,True,-7.73,-0.3000000000000007,True,-7.76,-0.33000000000000007,True,-7.81,-0.3799999999999999,True,-7.6,-0.16999999999999993,True
1.0,-7.8,-7.99,-0.1900000000000004,False,-7.81,-0.009999999999999787,True,-7.69,0.10999999999999943,True,-8.0,-0.20000000000000018,False,-8.0,-0.20000000000000018,True,-8.0,-0.20000000000000018,True,-8.04,-0.23999999999999932,True
1.0,-8.01,-8.08,-0.07000000000000028,True,-8.08,-0.07000000000000028,True,-8.1,-0.08999999999999986,True,-8.1,-0.08999999999999986,True,-8.07,-0.0600000000000005,True,-8.03,-0.019999999999999574,True,-8.15,-0.14000000000000057,True
1.0,-8.07,-8.07,0.0,True,-8.07,0.0,True,-8.11,-0.03999999999999915,False,-8.12,-0.049999999999998934,True,-8.13,-0.0600000000000005,True,-8.12,-0.049999999999998934,True,-8.12,-0.049999999999998934,True
1.0,-8.03,-8.08,-0.05000000000000071,True,-8.0,0.02999999999999936,True,-7.84,0.1899999999999995,True,-8.12,-0.08999999999999986,True,-8.14,-0.11000000000000121,True,-8.24,-0.21000000000000085,True,-8.08,-0.05000000000000071,True
1.0,-8.34,-7.91,0.4299999999999997,False,-7.92,0.41999999999999993,True,-7.99,0.34999999999999964,True,-7.92,0.41999999999999993,True,-7.7,0.6399999999999997,True,-7.95,0.3899999999999997,True,-8.15,0.1899999999999995,True
1.0,-8.57,-8.22,0.34999999999999964,True,-8.15,0.41999999999999993,True,-8.23,0.33999999999999986,True,-8.2,0.370000000000001,True,-8.2,0.370000000000001,True,-8.19,0.3800000000000008,True,-8.13,0.4399999999999995,True
1.0,-7.75,-8.61,-0.8599999999999994,True,-8.65,-0.9000000000000004,True,-8.66,-0.9100000000000001,True,-8.65,-0.9000000000000004,True,-8.58,-0.8300000000000001,True,-8.76,-1.0099999999999998,True,-8.69,-0.9399999999999995,True
1.0,-8.56,-8.2,0.3600000000000012,True,-8.37,0.19000000000000128,True,-8.23,0.33000000000000007,True,-8.14,0.41999999999999993,True,-8.54,0.02000000000000135,True,-8.83,-0.2699999999999996,True,-8.54,0.02000000000000135,True
1.0,-8.77,-8.61,0.16000000000000014,False,-7.33,1.4399999999999995,False,-7.15,1.6199999999999992,False,-8.75,0.019999999999999574,False,-8.45,0.3200000000000003,False,-8.75,0.019999999999999574,False,-8.74,0.02999999999999936,True
1.0,-8.62,-8.0,0.6199999999999992,True,-9.56,-0.9400000000000013,True,-9.68,-1.0600000000000005,True,-9.69,-1.0700000000000003,True,-9.77,-1.1500000000000004,True,-10.15,-1.5300000000000011,True,-9.95,-1.33,True
1.0,-10.96,-11.38,-0.41999999999999993,True,-11.39,-0.4299999999999997,True,-11.44,-0.47999999999999865,True,-11.53,-0.5699999999999985,True,-11.63,-0.6699999999999999,True,-11.23,-0.2699999999999996,True,-12.19,-1.2299999999999986,True
1.0,-12.33,-12.62,-0.28999999999999915,True,-12.53,-0.1999999999999993,True,-12.58,-0.25,True,-12.83,-0.5,True,-12.56,-0.23000000000000043,True,-12.78,-0.4499999999999993,True,-12.71,-0.3800000000000008,True
1.0,-12.29,-12.92,-0.6300000000000008,True,-12.92,-0.6300000000000008,True,-10.84,1.4499999999999993,True,-12.94,-0.6500000000000004,True,-12.02,0.2699999999999996,True,-12.57,-0.28000000000000114,True,-12.67,-0.3800000000000008,True
1.0,-12.94,-12.82,0.11999999999999922,True,-12.97,-0.030000000000001137,True,-12.95,-0.009999999999999787,True,-13.43,-0.4900000000000002,True,-12.25,0.6899999999999995,True,-13.24,-0.3000000000000007,True,-12.87,0.07000000000000028,True
1.0,-13.72,-13.53,0.19000000000000128,True,-13.69,0.030000000000001137,True,-13.63,0.08999999999999986,True,-13.62,0.10000000000000142,True,-13.87,-0.14999999999999858,True,-13.89,-0.16999999999999993,True,-13.5,0.22000000000000064,True
1.0,-12.92,-13.56,-0.6400000000000006,True,-13.61,-0.6899999999999995,True,-13.61,-0.6899999999999995,True,-13.77,-0.8499999999999996,True,-13.85,-0.9299999999999997,True,-12.95,-0.02999999999999936,True,-12.35,0.5700000000000003,True
1.0,-10.86,-13.24,-2.380000000000001,False,-13.27,-2.41,False,-13.35,-2.49,False,-12.03,-1.17,False,-12.3,-1.4400000000000013,False,-13.56,-2.700000000000001,False,-10.99,-0.13000000000000078,False
1.0,-13.24,-11.38,1.8599999999999994,True,-14.39,-1.1500000000000004,True,-14.44,-1.1999999999999993,True,-14.22,-0.9800000000000004,True,-14.5,-1.2599999999999998,True,-14.09,-0.8499999999999996,True,-14.86,-1.6199999999999992,True
1.0,-20.92,-15.38,5.540000000000001,False,-16.38,4.540000000000003,False,-16.76,4.16,True,-16.76,4.16,False,-18.94,1.9800000000000004,True,-15.5,5.420000000000002,True,-10.23,10.690000000000001,True
1.0,-18.24,-22.09,-3.8500000000000014,True,-22.42,-4.180000000000003,True,-22.69,-4.450000000000003,True,-23.19,-4.950000000000003,True,-23.61,-5.370000000000001,True,-13.51,4.729999999999999,True,-22.17,-3.9300000000000033,True
1.0,-14.5,-16.01,-1.5100000000000016,False,-22.66,-8.16,False,-23.22,-8.719999999999999,False,-23.38,-8.879999999999999,False,-26.26,-11.760000000000002,False,-27.28,-12.780000000000001,True,-13.5,1.0,False
1.0,-99.85,-99.87,-0.020000000000010232,True,-99.87,-0.020000000000010232,True,-99.87,-0.020000000000010232,True,-99.87,-0.020000000000010232,True,-99.87,-0.020000000000010232,True,-99.87,-0.020000000000010232,True,-99.87,-0.020000000000010232,True
1.0,-99.88,-99.88,0.0,False,-99.88,0.0,False,-99.88,0.0,True,-99.88,0.0,True,-99.88,0.0,True,-99.88,0.0,True,-99.88,0.0,True
1.0,-99.91,-99.91,0.0,True,-99.91,0.0,True,-99.91,0.0,True,-99.91,0.0,True,-99.91,0.0,True,-99.91,0.0,True,-99.91,0.0,True
1.0,-99.92,-99.92,0.0,True,-99.92,0.0,True,-99.92,0.0,True,-99.92,0.0,True,-99.92,0.0,True,-99.92,0.0,True,-99.92,0.0,True
1.0,-99.94,-99.94,0.0,True,-99.94,0.0,True,-99.94,0.0,True,-99.94,0.0,True,-99.94,0.0,True,-99.94,0.0,True,-99.94,0.0,True
1.0,-99.95,-99.95,0.0,True,-99.95,0.0,True,-99.95,0.0,True,-99.95,0.0,False,-99.95,0.0,True,-99.95,0.0,True,-99.95,0.0,True
1.0,-99.95,-99.95,0.0,True,-99.95,0.0,True,-99.95,0.0,True,-99.95,0.0,True,-99.95,0.0,True,-99.95,0.0,True,-99.95,0.0,True
1.0,-99.96,-99.96,0.0,True,-99.96,0.0,True,-99.96,0.0,True,-99.96,0.0,True,-99.96,0.0,True,-99.96,0.0,True,-99.96,0.0,True
1.0,0.1,-0.06,-0.16,True,-0.06,-0.16,True,-0.08,-0.18,True,-0.08,-0.18,True,0.0,-0.1,False,-0.08,-0.18,True,-0.02,-0.12000000000000001,False
1.0,-0.03,0.12,0.15,True,0.12,0.15,True,0.12,0.15,True,0.01,0.04,True,0.08,0.11,True,0.06,0.09,True,-0.06,-0.03,True
1.0,-0.16,-0.12,0.04000000000000001,True,-0.07,0.09,True,-0.12,0.04000000000000001,True,-0.11,0.05,True,-0.13,0.03,True,-0.12,0.04000000000000001,True,-0.09,0.07,True
1.0,0.06,0.13,0.07,True,0.19,0.13,True,0.08,0.020000000000000004,True,0.12,0.06,True,0.14,0.08000000000000002,True,0.03,-0.03,True,-0.03,-0.09,False
1.0,-0.5,-0.61,-0.10999999999999999,True,-0.53,-0.030000000000000027,True,-0.44,0.06,True,-0.58,-0.07999999999999996,True,-0.4,0.09999999999999998,True,-0.55,-0.050000000000000044,True,-0.45,0.04999999999999999,True
1.0,-0.34,-0.29,0.050000000000000044,False,-0.28,0.06,False,-0.21,0.13000000000000003,False,-0.35,-0.009999999999999953,False,-0.47,-0.12999999999999995,False,-0.2,0.14,True,-0.38,-0.03999999999999998,False
1.0,-0.37,-0.23,0.13999999999999999,False,-0.23,0.13999999999999999,True,-0.25,0.12,True,-0.3,0.07,True,-0.22,0.15,True,-0.35,0.020000000000000018,True,-0.21,0.16,True
1.0,-0.2,-0.17,0.03,True,-0.16,0.04000000000000001,True,-0.12,0.08000000000000002,True,-0.23,-0.03,True,-0.46,-0.26,True,-0.25,-0.04999999999999999,True,-0.38,-0.18,True
1.0,-0.15,-0.17,-0.020000000000000018,True,-0.14,0.009999999999999981,False,-0.1,0.04999999999999999,False,-0.16,-0.010000000000000009,False,-0.22,-0.07,True,-0.14,0.009999999999999981,True,-0.14,0.009999999999999981,True
1.0,0.06,0.08,0.020000000000000004,True,0.08,0.020000000000000004,True,0.16,0.1,True,0.11,0.05,True,0.09,0.03,True,0.03,-0.03,False,0.2,0.14,True
1.0,-0.09,0.05,0.14,True,0.12,0.21,True,0.25,0.33999999999999997,True,-0.15,-0.06,True,0.16,0.25,True,0.08,0.16999999999999998,True,0.01,0.09999999999999999,True
1.0,-0.05,-0.08,-0.03,True,-0.06,-0.009999999999999995,True,-0.09,-0.039999999999999994,True,-0.03,0.020000000000000004,True,0.21,0.26,True,0.12,0.16999999999999998,True,0.12,0.16999999999999998,True
1.0,-0.26,0.0,0.26,True,0.0,0.26,True,0.0,0.26,True,-0.01,0.25,True,0.0,0.26,True,0.0,0.26,True,-0.07,0.19,True
1.0,1.4,1.49,0.09000000000000008,True,1.52,0.1200000000000001,True,1.52,0.1200000000000001,True,1.62,0.2200000000000002,True,1.63,0.22999999999999998,True,1.25,-0.1499999999999999,True,1.24,-0.15999999999999992,True
1.0,1.3,1.32,0.020000000000000018,True,1.02,-0.28,True,1.16,-0.14000000000000012,True,1.0,-0.30000000000000004,True,1.16,-0.14000000000000012,True,1.13,-0.17000000000000015,True,1.34,0.040000000000000036,True
1.0,0.97,1.08,0.1100000000000001,True,1.24,0.27,True,1.16,0.18999999999999995,True,1.36,0.3900000000000001,True,1.08,0.1100000000000001,True,1.09,0.1200000000000001,True,1.13,0.15999999999999992,True
1.0,-0.91,-0.87,0.040000000000000036,True,-0.85,0.06000000000000005,True,-0.73,0.18000000000000005,True,-0.72,0.19000000000000006,True,-0.84,0.07000000000000006,True,-0.85,0.06000000000000005,True,-0.67,0.24,True
1.0,-0.97,-0.88,0.08999999999999997,True,-0.58,0.39,True,-0.97,0.0,True,-0.78,0.18999999999999995,True,-1.01,-0.040000000000000036,True,-0.82,0.15000000000000002,True,-0.87,0.09999999999999998,True
1.0,-1.28,-1.59,-0.31000000000000005,True,-1.59,-0.31000000000000005,True,-1.74,-0.45999999999999996,True,-1.5,-0.21999999999999997,True,-1.35,-0.07000000000000006,True,-1.61,-0.33000000000000007,True,-1.74,-0.45999999999999996,True
1.0,-1.63,-1.42,0.20999999999999996,True,-1.72,-0.09000000000000008,False,-1.69,-0.06000000000000005,True,-1.54,0.08999999999999986,True,-1.63,0.0,True,-1.46,0.16999999999999993,True,-1.63,0.0,True
1.0,-3.6,-4.0,-0.3999999999999999,True,-4.03,-0.43000000000000016,True,-3.97,-0.3700000000000001,True,-3.62,-0.020000000000000018,True,-3.62,-0.020000000000000018,True,-3.58,0.020000000000000018,True,-3.69,-0.08999999999999986,True
1.0,-1.59,-1.28,0.31000000000000005,True,-1.27,0.32000000000000006,True,-1.44,0.15000000000000013,True,-1.17,0.42000000000000015,True,-1.17,0.42000000000000015,True,-1.46,0.13000000000000012,True,-1.68,-0.08999999999999986,True
1.0,-2.29,-2.49,-0.20000000000000018,True,-2.41,-0.1200000000000001,True,-2.41,-0.1200000000000001,True,-2.5,-0.20999999999999996,True,-2.57,-0.2799999999999998,True,-2.56,-0.27,True,-2.77,-0.48,True
1.0,-2.78,-2.93,-0.15000000000000036,False,-2.93,-0.15000000000000036,False,-2.93,-0.15000000000000036,False,-2.87,-0.0900000000000003,False,-2.84,-0.06000000000000005,True,-2.84,-0.06000000000000005,False,-2.67,0.10999999999999988,True
