episode,reward,epsilon,episode_time,env_step_time,action_selection_time,learning_time,buffer_ops_time
0,-468.74,0.9970087504549047,4.1429619789123535,0.6280918121337891,3.514322519302368,0.0,0.0001461505889892578
1,-373.11999999999995,0.9940264484836504,3.5200586318969727,0.6053421497344971,2.8420753479003906,0.07209968566894531,0.00018358230590820312
2,-418.79999999999967,0.991053067321811,4.4506142139434814,0.7828242778778076,3.4686269760131836,0.1985163688659668,0.00018215179443359375
3,-679.9999999999999,0.9880885802850192,4.365325212478638,0.6640782356262207,3.495697021484375,0.2048807144165039,0.0002028942108154297
4,-483.4799999999998,0.9851329607687278,3.601872682571411,0.6156506538391113,2.8157992362976074,0.1698284149169922,0.00016570091247558594
5,-355.92999999999995,0.9821861822479699,2.3060224056243896,0.34342527389526367,1.8431670665740967,0.11892032623291016,0.00011444091796875
6,-373.7399999999998,0.9792482182771218,3.882150888442993,0.65582275390625,3.0551798343658447,0.1704707145690918,0.000179290771484375
7,-1192.8899999999994,0.976319042489665,3.314668893814087,0.4731125831604004,2.6746556758880615,0.16628503799438477,0.00015878677368164062
8,-506.6599999999998,0.9733986285979498,3.806624174118042,0.6537916660308838,2.964315176010132,0.18785357475280762,0.0001842975616455078
9,-573.1099999999999,0.9704869503929597,6.52279806137085,1.2036855220794678,5.030754327774048,0.28752732276916504,0.0002818107604980469
10,-894.3299999999997,0.9675839817440759,6.606712341308594,1.002183437347412,5.276983976364136,0.3266592025756836,0.0003113746643066406
11,-711.2199999999999,0.9646896965988424,3.6223742961883545,0.6201350688934326,2.820816993713379,0.18059229850769043,0.00017881393432617188
12,-385.5899999999997,0.961804068982733,3.7244558334350586,0.6227655410766602,2.91343092918396,0.1876358985900879,0.0001575946807861328
13,-413.8199999999997,0.9589270729989176,3.6661148071289062,0.6512634754180908,2.8468198776245117,0.16743183135986328,0.00014901161193847656
14,-484.08,0.95605868282803,4.436556100845337,0.6657657623291016,3.5628674030303955,0.2072458267211914,0.0001876354217529297
15,-626.0899999999999,0.9531988727279361,3.392850399017334,0.5064594745635986,2.7058792114257812,0.17986226081848145,0.0001659393310546875
