eval_time,eval_time_ratio,mae,rmse,max_error,move_accuracy
0.001,0.001,0.14066000000000004,0.4354057877428825,8.990000000000002,87.2
0.005,0.005,0.15320000000000006,0.5029214650420084,8.16,87.8
0.01,0.01,0.14409000000000002,0.46579340914186407,8.719999999999999,87.2
0.05,0.05,0.14229000000000003,0.41266754173305176,8.879999999999999,87.6
0.1,0.1,0.13858,0.46519178840559955,11.760000000000002,86.6
0.2,0.2,0.14749,0.5204470193977481,12.780000000000001,86.1
0.5,0.5,0.13697000000000004,0.42818979436693727,10.690000000000001,84.5
